OBJECTID,Shape,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DIAGRAMLINK,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTLINK,REPORTNO,ROADCOND,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,WIDTH,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
23197,"""(47.63266055300005, -122.32001038299995)""",133423,133423,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11211900.bmp,155,,,0,,09/24/2012 07:00:00 AM +0000,9/24/2012 8:04,1,,Mid-Block (not related to intersection),Daylight,10TH AVE E BETWEEN E GALER ST AND E GARFIELD ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3559548.pdf,3559548,Dry,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",12268028,1294,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6146,0,N,12-324560
23239,"""(47.619743913000036, -122.34885893899997)""",134090,134090,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22188671.bmp,0, ,,0,,04/07/2012 07:00:00 AM +0000,4/7/2012 8:46,1,28934,At Intersection (intersection related),Daylight,4TH AVE N AND BROAD ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3373407.pdf,3373407,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12098003,9417,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,522835,N,12-105355
23243,"""(47.58636267900005, -122.31336274799997)""",134089,134089,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,0,,,0,,04/04/2012 07:00:00 AM +0000,4/4/2012 17:29,1,31247,At Intersection (intersection related),Daylight,15TH AVE S AND S HOLGATE ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3285192.pdf,3285192,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12095007,2137,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,14075,0,N,2012-102148
23305,"""(47.613495138000076, -122.31678450399994)""",132869,132869,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,222,,,0,,09/25/2012 07:00:00 AM +0000,9/25/2012 16:10,1,,Mid-Block (not related to intersection),Daylight,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593951.pdf,3593951,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12269031,1536,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,10789,0,N,12-326514
23308,"""(47.66503748100007, -122.36618751699996)""",132868,132868,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33515500.bmp,0,,,0,,09/24/2012 07:00:00 AM +0000,9/24/2012 10:30,1,25443,At Intersection (intersection related),Daylight,8TH AVE NW AND NW 50TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3507803.pdf,3507803,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12268011,8379,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,12-324746
23327,"""(47.59919689000003, -122.32896751499999)""",133819,133819,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11517700.bmp,0, ,,0,,09/08/2012 07:00:00 AM +0000,9/8/2012 18:25,0,30509,At Intersection (intersection related),Daylight,4TH AVE S AND S JACKSON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3549222.pdf,3549222,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12252007,6229,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,524973,N,2012-303069
23383,"""(47.63486592400005, -122.32521590599998)""",134235,134235,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\57185500.bmp,0,,,0,,10/02/2012 07:00:00 AM +0000,10/2/2012 8:56,1,28329,At Intersection (intersection related),Daylight,EASTLAKE AVE E AND E BLAINE ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3546596.pdf,3546596,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12276002,10173,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,24781,0,N,12-336002
23472,"""(47.64854072800006, -122.34277540199997)""",133435,133435,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33511100.bmp,0, ,,0,,06/20/2012 07:00:00 AM +0000,6/20/2012 16:31,0,26896,At Intersection (intersection related),Daylight,STONE WAY N AND N 34TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3553842.pdf,3553842,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12172035,12955,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,523424,N,12-193595
23514,"""(47.65835595400006, -122.31665565899999)""",134240,134240,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33511100.bmp,0,,,0,,10/11/2012 07:00:00 AM +0000,10/11/2012 22:02,1,27087,At Intersection (intersection related),Dark - Street Lights On,11TH AVE NE AND NE 42ND ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3504521.pdf,3504521,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12285006,1407,0,2,Injury Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy,0,41835,0,N,12-348970
23537,"""(47.71593697000003, -122.33949691999999)""",134245,134245,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88512200.bmp,0,,,0,,06/11/2012 07:00:00 AM +0000,6/11/2012 21:10,0,36329,At Intersection (intersection related),Dusk,ASHWORTH AVE N AND N 120TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3551293.pdf,3551293,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12163001,8881,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,12-182652
23545,"""(47.655893253000045, -122.32085414499994)""",133023,133023,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77185371.bmp,0, ,,0,,03/02/2012 08:00:00 AM +0000,3/2/2012 15:20,1,27114,At Intersection (intersection related),Daylight,7TH AVE NE AND NE 40TH ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3554510.pdf,3554510,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12062006,8170,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining,0,0,524351,N,2012-64235
23547,"""(47.64110465400006, -122.29787402)""",132742,132742,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54187700.bmp,0,,,0,,10/10/2012 07:00:00 AM +0000,10/10/2012 19:00,1,28359,At Intersection (intersection related),Dark - Street Lights On,LAKE WASHINGTON BLVD E AND LK WASH BV OFF RP,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593284.pdf,3593284,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12284016,11214,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,8921,0,N,12-347411
23551,"""(47.63840322500005, -122.32007129499999)""",132887,132887,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11515400.bmp,0,,,0,,01/26/2012 08:00:00 AM +0000,1/26/2012 21:45,1,28242,At Intersection (intersection related),Dark - Street Lights On,10TH AVE E AND E BOSTON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3331914.pdf,3331914,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12026003,1299,0,2,Injury Collision,,45,Bicycle,Matched,Y,1,Clear or Partly Cloudy,0,6106,0,N,12-25097
23554,"""(47.630586279000056, -122.34229589399996)""",132610,132610,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\57185500.bmp,0,,,0,,10/11/2012 07:00:00 AM +0000,10/11/2012 16:36,1,28717,At Intersection (intersection related),Daylight,COMSTOCK ST AND DEXTER AVE N,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3599327.pdf,3599327,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12285005,10082,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12809,0,N,2012-348606
23560,"""(47.58831040300004, -122.33844063699996)""",132882,132882,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17185771.bmp,0, ,,0,,04/06/2012 07:00:00 AM +0000,4/6/2012 5:59,1,31203,At Intersection (intersection related),Dark - Street Lights On,ALASKAN WAY S AND S MASSACHUSETTS ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3599255.pdf,3599255,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12097012,8743,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,630867,N,2012-103865
23601,"""(47.60857370700006, -122.28721857499994)""",133451,133451,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54183300.bmp,240,,,0,,09/30/2012 07:00:00 AM +0000,9/30/2012 18:06,0,,Mid-Block (not related to intersection),Daylight,36TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593935.pdf,3593935,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12274013,5524,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,12-333884
23614,"""(47.61523114200003, -122.32341547099998)""",133977,133977,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55187700.bmp,0,,,0,,05/17/2012 07:00:00 AM +0000,5/17/2012 7:56,1,29734,At Intersection (intersection related),Daylight,BOYLSTON AVE AND E PINE ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3560064.pdf,3560064,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12138002,9375,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,10374,0,N,2012-151699
23646,"""(47.643195021000054, -122.31959559499995)""",134540,134540,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11513300.bmp,0,,,0,,07/07/2012 07:00:00 AM +0000,7/7/2012 2:39,1,28204,At Intersection (intersection related),Dark - Street Lights On,10TH AVE E AND E ROANOKE E ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593479.pdf,3593479,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12189003,1302,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6090,0,N,2012-215983
23693,"""(47.615238420000026, -122.32790375499997)""",133034,133034,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77517800.bmp,0,,,0,,06/26/2012 07:00:00 AM +0000,6/26/2012 21:48,1,29863,At Intersection (intersection related),Daylight,MELROSE AVE AND PINE ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3567249.pdf,3567249,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12178003,11745,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,10336,0,N,12-201713
23746,"""(47.52644088900007, -122.31491041099997)""",133589,133589,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33181771.bmp,0, ,,0,,07/12/2012 07:00:00 AM +0000,7/12/2012 7:40,1,35097,At Intersection (intersection related),Daylight,14TH AVE S AND S CLOVERDALE ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3553591.pdf,3553591,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12194007,1956,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,524890,N,12-222773
23806,"""(47.60869259700007, -122.33375682999997)""",134397,134397,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88646871.bmp,0, ,,0,,05/09/2012 07:00:00 AM +0000,5/9/2012 12:37,1,29930,At Intersection (intersection related),Daylight,5TH AVE AND UNIVERSITY ST,1,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3504004.pdf,3504004,Dry,64,PEDALCYCLIST STRUCK PEDESTRIAN,12130002,7233,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy,0,36237,522103,N,12-142535
23911,"""(47.685473770000044, -122.35797511599998)""",134272,134272,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11517700.bmp,0,,,0,,11/02/2012 07:00:00 AM +0000,11/2/2012 8:37,1,24064,At Intersection (intersection related),Daylight,1ST AVE NW AND NW 78TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3504415.pdf,3504415,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12307015,1150,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,0,N,12-375841
24080,"""(47.605872617000045, -122.33578172399996)""",134842,134842,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43184400.bmp,0,,,0,,07/27/2012 07:00:00 AM +0000,7/27/2012 16:34,1,29613,At Intersection (intersection related),Daylight,2ND AVE AND SPRING ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3465810.pdf,3465810,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12209006,2754,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,12144,0,N,12-244340
24091,"""(47.52330258200004, -122.26816089599998)""",134838,134838,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75187700.bmp,451.5,,,0,,08/11/2012 07:00:00 AM +0000,8/11/2012 14:03,0,,Mid-Block (not related to intersection),Daylight,S HENDERSON ST BETWEEN RAINIER AVE S AND 53RD AVE S,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3342691.pdf,3342691,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12224025,20245,0,1,Property Damage Only Collision,Y,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,2012 265296
24123,"""(47.62842769400004, -122.34231515099998)""",135966,135966,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\56549500.bmp,471,,,0,,08/23/2012 07:00:00 AM +0000,8/23/2012 8:35,1,,Mid-Block (not related to intersection),Daylight,DEXTER AVE N BETWEEN ALOHA ST AND HIGHLAND DR,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3505647.pdf,3505647,Dry,54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,12236010,10080,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12788,0,N,12-281202
24130,"""(47.67759020200003, -122.31196686299995)""",135683,135683,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11187571.bmp,0, ,,0,,11/16/2012 08:00:00 AM +0000,11/16/2012 7:58,1,24486,At Intersection (intersection related),Daylight,15TH AVE NE AND NE 68TH S ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3609160.pdf,3609160,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12321013,2050,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,520862,N,12-392923
24151,"""(47.66134408700003, -122.32510772899997)""",136541,136541,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77217700.bmp,0,,,0,,09/21/2012 07:00:00 AM +0000,9/21/2012 18:05,1,27180,At Intersection (intersection related),Dusk,LATONA AVE NE AND NE 45TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3504483.pdf,3504483,Wet,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",12265006,11295,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6546,0,N,12 321165
24156,"""(47.600014558000055, -122.31722977699997)""",136405,136405,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55517900.bmp,0,,,0,,11/29/2012 08:00:00 AM +0000,11/29/2012 17:48,1,30423,At Intersection (intersection related),Dark - Street Lights On,12TH AVE S AND S MAIN ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3476477.pdf,3476477,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12334009,1653,0,2,Injury Collision,Y,45,Bicycle,Matched,N,1,Raining,0,34821,0,N,2012-408254
24220,"""(47.61990774700007, -122.32087289199995)""",135545,135545,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75183571.bmp,0, ,,0,,09/07/2012 07:00:00 AM +0000,9/7/2012 17:09,1,29052,At Intersection (intersection related),Daylight,BROADWAY E AND E OLIVE WAY,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593734.pdf,3593734,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12251007,9452,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,522264,N,2012-301528
24240,"""(47.66131589200006, -122.32025238999995)""",135552,135552,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78517700.bmp,117.5,,,0,,10/11/2012 07:00:00 AM +0000,10/11/2012 15:34,0,,Mid-Block (not related to intersection),Daylight,NE 45TH ST BETWEEN 7TH AVE NE AND 8TH W AVE NE,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3597198.pdf,3597198,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12285004,16844,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,7044,0,N,12-348533
24281,"""(47.62081750300007, -122.31269202499999)""",136269,136269,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11561900.bmp,115,,,0,,07/08/2012 07:00:00 AM +0000,7/8/2012 18:17,1,,Mid-Block (not related to intersection),Daylight,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593481.pdf,3593481,Dry,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,12190013,2004,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,8579,0,N,2012-218039
24308,"""(47.62205574500007, -122.34237158599996)""",136692,136692,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\54181100.bmp,0,,,0,Y,05/25/2012 07:00:00 AM +0000,5/25/2012 16:36,1,28783,At Intersection (intersection related),Daylight,DEXTER AVE N AND HARRISON ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3599013.pdf,3599013,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12146012,10074,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12620,0,N,12-161507
24311,"""(47.65488891200005, -122.32570273399995)""",136414,136414,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22512500.bmp,0, ,,0,,09/26/2012 07:00:00 AM +0000,9/26/2012 8:15,1,27244,At Intersection (intersection related),Daylight,LATONA AVE NE AND NE PACIFIC ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3504499.pdf,3504499,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12270003,11289,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,576113,N,12 327366
24343,"""(47.67333477600005, -122.31736337499996)""",135130,135130,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33185500.bmp,0,,,0,,11/04/2012 07:00:00 AM +0000,11/4/2012 8:41,1,25716,At Intersection (intersection related),Daylight,ROOSEVELT WAY NE AND NE 62ND ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3608853.pdf,3608853,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12309001,12612,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,9202,0,N,2012-378517
24344,"""(47.59239546800006, -122.33373046499997)""",135419,135419,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77660000.bmp,115,NEI,"Not Enough Information, or Insufficient Location Information",0,,05/22/2012 07:00:00 AM +0000,5/22/2012 18:06,1,,Mid-Block (not related to intersection),Daylight,S ROYAL BROUGHAM WAY BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3563278.pdf,3563278,Wet,66,PEDALCYCLIST STRUCK OBJECT IN ROAD,12143037,21214,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,0,Overcast,0,15509,0,N,12 158056
24371,"""(47.61852044400007, -122.31274228899997)""",134722,134722,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33517600.bmp,0,,,0,,08/31/2012 07:00:00 AM +0000,8/31/2012 15:40,1,29061,At Intersection (intersection related),Daylight,15TH AVE AND E DENNY WAY,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3593777.pdf,3593777,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12244002,2001,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,2012-292328
24447,"""(47.625795769000035, -122.33863455)""",134727,134727,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77185371.bmp,0, ,,0,,09/25/2012 07:00:00 AM +0000,9/25/2012 17:10,1,28744,At Intersection (intersection related),Daylight,BROAD ST AND VALLEY ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3345958.pdf,3345958,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",12269011,13265,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,523374,N,12-326600
24454,"""(47.51984119100007, -122.26616094699995)""",134724,134724,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11513300.bmp,0,,,0,,09/03/2012 07:00:00 AM +0000,9/3/2012 12:51,1,35459,At Intersection (intersection related),Daylight,53RD AVE S AND RAINIER AVE S,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3467551.pdf,3467551,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12247003,7630,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,12-295923
24511,"""(47.62370146500007, -122.32916000699998)""",135139,135139,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\12511100.bmp,210,,,0,,10/06/2012 07:00:00 AM +0000,10/6/2012 19:00,0,,Mid-Block (not related to intersection),Unknown,EASTLAKE AVE E BETWEEN REPUBLICAN ST AND MERCER ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3346417.pdf,3346417,Unknown,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,12280032,10166,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Unknown,0,11572,0,N,12-346922
